"","id","tot","date","title","content","nation","week"
"14",877,"7.204",2019-02-01,"Report: Donald Trump Jr. didn't call father about Trump Tower meeting with Russians","Really the only ones that are backing him are some Democrats in the US and China, Hezbollah, Russia, Cuba, Iran, you know, that small sort of axis of evil but most of the world is supporting him.","c",5
"17",881,"11.10",2019-02-01,"USpulling out of Cold War-era arms control treaty with Russia, Pompeo says","US officials also have expressed concern that China, which isn't part of the treaty, is deploying large numbers of missiles in Asia that the US can't counter because it's bound by the treaty.","c",5
"18",882,"12.1",2019-02-01,"Venezuela¡¯s opposition leader courts Maduro¡¯s international allies after ¡®clandestine meetings¡¯ with military","Venezuela opposition leader Juan Guaido has reportedly reached out to disputed President Nicolas Maduro¡¯s staunchest supporters <U+2013> Russia and China <U+2013> to convince them to switch sides.","c",5
"19",882,"12.3",2019-02-01,"Venezuela¡¯s opposition leader courts Maduro¡¯s international allies after ¡®clandestine meetings¡¯ with military","Russia and China are the country¡¯s top foreign creditors and support Maduro despite worries about the cash-strapped country¡¯s ability to pay.","c",5
"20",882,"12.4",2019-02-01,"Venezuela¡¯s opposition leader courts Maduro¡¯s international allies after ¡®clandestine meetings¡¯ with military","VENEZUELAN OPPOSITION HELD ¡®CLANDESTINE MEETINGS¡¯ WITH MILITARY IN EFFORT TO OUS MADURO ¡°What most suits Russia and China is the country¡¯s stability and a change of government,¡± Guaido told Reuters.","c",5
"21",882,"12.6",2019-02-01,"Venezuela¡¯s opposition leader courts Maduro¡¯s international allies after ¡®clandestine meetings¡¯ with military","¡± Chinese Foreign Ministry spokesman Geng Shuang told reporters in Beijing that they are ¡°maintaining close communication with all parties through various means regarding the situation in Venezuela.","c",5
"22",882,"12.7",2019-02-01,"Venezuela¡¯s opposition leader courts Maduro¡¯s international allies after ¡®clandestine meetings¡¯ with military","¡± ¡°We believe that no matter how the situation develops or changes, cooperation between China and Venezuela will not be damaged,¡± he added.","c",5
"23",883,"13.2",2019-02-02,"Beijing's Forbidden City will open a new portion to tourists for the first time","A historic portion of Beijing¡¯s famed Forbidden City will soon open to the public for the first time.","c",5
"24",883,"13.3",2019-02-02,"Beijing's Forbidden City will open a new portion to tourists for the first time","The World Monuments Fund has announced that the sprawling Qianlong Garden, said to hold ¡°some of the most significant, exquisitely designed interiors to survive relatively unchanged from imperial China,¡± will soon open for visitors for the very first time since its centuries-old origins.","c",5
"25",883,"13.4",2019-02-02,"Beijing's Forbidden City will open a new portion to tourists for the first time","The Qianlong Garden was created for the anticipated retirement of the Qianlong Emperor, China¡¯s longest-reigning sovereign, between 1771 and 1776 and was meant to serve as a grand complex for his retirement in the Forbidden City.","c",5
"26",883,"13.7",2019-02-02,"Beijing's Forbidden City will open a new portion to tourists for the first time","Inside, visitors will find decorations and furnishings dating back to a ¡°time widely considered to be one of the boldest and most extravagant periods of interior design in China¡¯s history,¡± according to WMF representatives.","c",5
"27",883,"13.9",2019-02-02,"Beijing's Forbidden City will open a new portion to tourists for the first time","For this reason, the WMF teamed up with China's Palace Museum, studying the sight and creating a restoration plan to bring its magnificent interiors to an audience.","c",5
"28",884,"14.1",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Fox Business correspondent Charlie Gasparino, contributor Deneen Borelli and Democratic strategist Scott Levenson weigh in on the future of trade negotiations between the US and China.","c",5
"29",884,"14.5",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Voters in the Maldives, Sri Lanka and elsewhere rejecting leaders who have cozied up to China.","c",5
"30",884,"14.6",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Malaysia and others demanding better deals from Beijing or otherwise trying to dig their way out of the Chinese debt trap.","c",5
"31",884,"14.7",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","The days when people were ok with China taking over the world are coming to an end.","c",5
"32",884,"14.9",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","For years, supporters of Chinese policies argued that a rising China would grow to accept international norms and be a net contributor to global peace and prosperity.","c",5
"33",884,"14.10",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Meanwhile, critics made gloomy predictions that an increasingly powerful China would exert an increasingly destabilizing influence.","c",5
"34",884,"14.12",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Chinese telecom giant Huawei has become the posterchild for what¡¯s wrong with China <U+2013> and with good reason.","c",5
"35",884,"14.18",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","However, the vast majority of those shares are controlled by a small group of people who enjoy close ties with the Chinese government and the Communist Party.","c",5
"36",884,"14.23",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Stealing intellectual property from US firms is nothing new for Chinese firms.","c",5
"37",884,"14.24",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Indeed, intellectual property theft is the centerpiece of the US trade representative¡¯s November report on Chinese business practices.","c",5
"38",884,"14.25",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Oh, there are other charges as well, such as the Chinese government¡¯s highly organized attempt to subvert international trade sanctions.","c",5
"39",884,"14.27",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Rather, it appears to be just another corporate puppet on Beijing¡¯s string, one deeply engaged in economic warfare.","c",5
"40",884,"14.28",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","But don¡¯t blame the growing disenchantment with China on Hauwei alone.","c",5
"41",884,"14.29",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","It began two years ago, at the19th Chinese Communist Party Conference, when President Xi Jinping laid out his expansive vision for China¡¯s role in the global economy.","c",5
"42",884,"14.30",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","His ¡°Belt and Road Initiative¡± destined to encircle the world with Beijing¡¯s golden tentacles; together with his expansive territorial claims, he surely caused the hearts of the party faithful to quicken.","c",5
"43",884,"14.31",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","But Xi also got the rest of the world rethinking the wisdom of handing China the keys to the global car.","c",5
"44",884,"14.32",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Since then a great deal of research has been devoted to analyzing and illuminating China¡¯s behavior.","c",5
"45",884,"14.33",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","One notable report from Sharp Power explains how China manipulates information.","c",5
"46",884,"14.34",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Another, from the Center of International Private Enterprise, explains how China uses ¡°corrosive capital¡± to undermine the rule of law and threaten democracy.","c",5
"47",884,"14.35",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Today, countries that used to think of China as a benevolent checkbook are starting to question whether it was wise to turn over their telecom structure to a company that does the bidding of an aggressive foreign power with only its own interest at heart.","c",5
"48",884,"14.36",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Now that China has the world¡¯s attention, the question is: What¡¯s next?","c",5
"49",884,"14.37",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","This is no time for a new Cold War, but the Trump administration has been right to let China know that corrupt business practices and expansionist territorial claims will not go unchallenged.","c",5
"50",884,"14.39",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","The dust-up over Huawei aside, there¡¯s a good chance the US and China will cut a trade deal in the next 30 days.","c",5
"51",884,"14.41",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Even a limited deal, for a limited time, would show that Washington has Beijing¡¯s attention, improve some market access for the US, and remove uncertainties from global markets.","c",5
"52",884,"14.43",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","Washington must not trade away criminal prosecutions in exchange for trade deals or other ¡°concessions¡± from Beijing.","c",5
"53",884,"14.45",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","¡± Similarly, per the Huawei/T-Mobile case, Chinese companies that steal trade secrets should be subject to the full range of legal punishments, including sanctions as well as criminal prosecutions.","c",5
"54",884,"14.48",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","The world is wising up to Beijing¡¯s ¡°good guy¡± act.","c",5
"55",884,"14.49",2019-02-02,"Everyone finally agrees China can't be allowed to take over the world","It¡¯s time for China to pay the piper.","c",5
"56",885,"15.459",2019-02-02,"Former ICE director: Entering the USillegally puts immigrants in harm's way","And the law in America can only come be compared to places like Pakistan, North Korea, China, this is who the club that America is in.","c",5
"57",886,"16.67",2019-02-02,"NBC worried about Kaepernick backlash with Super Bowl halftime show","Tariffs on China hurt the Chinese and had very little effect on us.","c",5
"58",886,"16.238",2019-02-02,"NBC worried about Kaepernick backlash with Super Bowl halftime show","INGRAHAM: China can do it, Iran can do it, Russia could do it.","c",5
"59",887,"17.3",2019-02-02,"Rare fish sighting in Japan sparks 'precursor to earthquake' fears","¡°And if it is in the Nankai Trough, it might be a huge quake,¡± they said, according to the South China Morning Post.","c",5
"60",888,"18.195",2019-02-02,"Tom Brady's former boss called him a 'dime a dozen'","Threats to US national security will expand and diversify in the coming year driven in part by China and Russia as they respectively compete more intensely with the United States and his traditional allies and partners.","c",5
"61",888,"18.215",2019-02-02,"Tom Brady's former boss called him a 'dime a dozen'","MACCALLUM: So this is interesting you know, because as you look at these alliances that are getting stronger militarily and diplomatically between Russia and China, it's a question about who you're going to you know, build a bond with to prevent that from being something that becomes very difficult for the United States.","c",5
"62",888,"18.216",2019-02-02,"Tom Brady's former boss called him a 'dime a dozen'","KEANE: It is -- it is unequivocally clear and that the national security strategy of this country and a national defense strategy as well identifies as the main threats to our country as Russia and China.","c",5
"63",888,"18.220",2019-02-02,"Tom Brady's former boss called him a 'dime a dozen'","The Admiral in the Pacific who just took over out there who would have to fight a war against China a few months ago said this.","c",5
"64",888,"18.221",2019-02-02,"Tom Brady's former boss called him a 'dime a dozen'","We would struggle today to win a war against China.","c",5
"65",888,"18.226",2019-02-02,"Tom Brady's former boss called him a 'dime a dozen'","I just have about 15 seconds but are you concerned about the growing friendship of sorts between Russia and China?","c",5
"66",888,"18.231",2019-02-02,"Tom Brady's former boss called him a 'dime a dozen'","Pipeline from Russia to China to supply them with oil is also in the works.","c",5
"67",888,"18.285",2019-02-02,"Tom Brady's former boss called him a 'dime a dozen'","That is not working in China and other places by the way.","c",5
"68",888,"18.295",2019-02-02,"Tom Brady's former boss called him a 'dime a dozen'","So here is what you have to do as part of the State Department, and in fact, my old line of work in the CIA collaborating together to basically build informant networks to get inside of these businesses, these entities, to degree to which the Chinese want to assist us in that process to figure out who these people are, who these networks of illegals are.","c",5
"69",889,"19.18",2019-02-02,"Top Venezuela general rejects Maduro's legitimacy, throws support behind interim president","He recently reached out to Maduro¡¯s two closest backers <U+2013> Russia and China <U+2013> in a bid to convince them to stop backing the regime.","c",5
"70",889,"19.21",2019-02-02,"Top Venezuela general rejects Maduro's legitimacy, throws support behind interim president","CLICK HERE TO GET THE FOX NEWS APP ¡°What most suits Russia and China is the country¡¯s stability and a change of government,¡± Guaido told Reuters.","c",5
"71",890,"20.6",2019-02-02,"Plan to pull nearly $1B in gold out of Venezuela reportedly halted","Russia is a major financial backer of Maduro¡¯s presidency, along with Turkey and China.","c",5
"72",891,"21.1",2019-02-03,"'Big Brother': AI pioneer fears China's use of technology for surveillance and control","A screen shows visitors being filmed by AI security cameras with facial recognition technology at the 14th China International Exhibition on Public Safety and Security at the China International Exhibition Center in Beijing on October 24, 2018.","c",5
"73",891,"21.2",2019-02-03,"'Big Brother': AI pioneer fears China's use of technology for surveillance and control","A computer scientist who is known as a pioneer in artificial intelligence is sounding the alarm about its potential for misuse by China <U+2014> joining privacy advocates and technologists who have expressed similar concerns.","c",5
"74",891,"21.7",2019-02-03,"'Big Brother': AI pioneer fears China's use of technology for surveillance and control","China's communist government has already begun using closed-circuit cameras and facial recognition to surveil its citizens in public spaces, according to Bloomberg.","c",5
"75",891,"21.8",2019-02-03,"'Big Brother': AI pioneer fears China's use of technology for surveillance and control","China also created an app that allows people to know whether they are near someone who is in debt, and it reportedly rolled out a National Credit Information Sharing Platform that is reportedly being used to blacklist rail and air passengers for anti-social behavior.","c",5
"76",892,"22.107",2019-02-03,"Former White House aide Cliff Sims reacts to the backlash over his Trump administration tell-all","China?","c",5
"77",893,"23.16",2019-02-03,"How to get your child to just say no to socialism","In many situations, a small group of people is given power by the majority, and that group typically ends up becoming tyrannical, as we¡¯ve seen in China, North Korea and Venezuela.","c",5
"78",894,"24.1",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","Asia analyst Gordon Chang explains why the fight against the tech giant matters amid trade talks between the US and China The recent federal indictments of Chinese telecom giant Huawei and its affiliates lay out a frightening story of a foreign company illicitly manipulating and exploiting loopholes in the American business system.","c",5
"79",894,"24.11",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","Engaging in activities that add to the estimated $225 billion to $600 billion that is lost every year to China through intellectual property theft is an attack on our economic interests.","c",5
"80",894,"24.14",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","China: Facing and Fighting America¡¯s Biggest Threat,¡± in order to comprehend the significance of these charges <U+2013> and the substantial risks that Huawei¡¯s alleged crimes pose to America¡¯s national security and economic interests <U+2013> we must look at the bigger picture.","c",5
"81",894,"24.15",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","Huawei was founded in 1987 by a former officer of the People¡¯s Liberation Army <U+2013> the Chinese Communist Party¡¯s military arm.","c",5
"82",894,"24.17",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","Huawei has benefitted greatly from China¡¯s subjectively discriminatory business policies and has raised significant security concerns among US government officials.","c",5
"83",894,"24.19",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","This week, FBI Director Christopher Wray said that America¡¯s national security and economic security are threatened by ¡°the immense influence that the Chinese government holds over Chinese corporations like Huawei.","c",5
"84",894,"24.30",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","Already, China has a strict set of laws that force companies to cooperate with government surveillance initiatives.","c",5
"85",894,"24.31",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","FBI Director Wray said China¡¯s cybersecurity law mandates that ¡°Chinese companies, like Huawei, are required to provide essentially access upon demand with little to no process to challenge that.","c",5
"86",894,"24.32",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","¡± The Wall Street Journal reported that companies are ¡°required to help China¡¯s government hunt down criminal suspects and silence political dissent.","c",5
"87",894,"24.39",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","Huawei is only one company that is closely connected to China¡¯s communist government <U+2013> which is fundamentally different from our own.","c",5
"88",894,"24.41",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","This is how America must start thinking about the challenge that the Communist Party of China poses to our national interests <U+2013> this is not an isolated event.","c",5
"89",894,"24.42",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","It is a part of a collective strategy where China¡¯s government utilizes all available tools to advance its own agenda.","c",5
"90",894,"24.44",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","The United States has sent a bold message to Huawei, China, and to the world.","c",5
"91",894,"24.45",2019-02-03,"Newt Gingrich: Chinese companies pose serious threats to US","It should continue to do so <U+2013> especially with China.","c",5
"92",895,"25.14",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Kai-Fu Lee, the former head of Google China, now a venture capitalist, on why 40 percent of jobs will be disrupted by artificial intelligence within the next 15 years, plus his take on the US/China showdown.","c",5
"93",895,"25.80",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Number two, protecting American workers on trade deals, including China and NAFTA.","c",5
"94",895,"25.359",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Is it China, or is it illegal immigration taking their jobs?","c",5
"95",895,"25.441",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Is it China, technology, A.","c",5
"96",895,"25.448",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","But China, for sure.","c",5
"97",895,"25.449",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","When China can produce cheap steel and dump it into global markets, that undermines the ability of our manufacturers to compete.","c",5
"98",895,"25.452",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","I assume you¡¯re happy, then, the president pushed back on China, then?","c",5
"99",895,"25.453",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","KILDEE: I was glad that he pushed back on China.","c",5
"100",895,"25.454",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","I wished that it would it -- it would have been done in a multilateral fashion, because what we ended up doing was essentially penalizing Canada for China¡¯s misdeeds.","c",5
"101",895,"25.456",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","But the president wasn¡¯t wrong to take on China when it comes to its dumping of steel.","c",5
"102",895,"25.513",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","I have got one question for you on China.","c",5
"103",895,"25.520",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","And, Senator, I want to get your take on this upcoming China-US deal.","c",5
"104",895,"25.522",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","You shared a picture with us of this pile of grain that your constituents, farmers, in Kansas are saying that the tariffs on China are a major issue because they can¡¯t sell their grain, and they need to sell more grain.","c",5
"105",895,"25.523",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Are you saying you want the president to do a deal, with China buying more grain and soybeans and other things from the United States, even if there¡¯s no agreement on the theft of intellectual property?","c",5
"106",895,"25.525",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","First, I would start with the premise that China misbehaves in a terribly dramatic way that¡¯s damaging to the United States and the rest of the world.","c",5
"107",895,"25.529",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","China is among our greatest competitors|","c",5
"108",895,"25.534",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","BARTIROMO: You wouldn¡¯t accept a deal that only includes more stuff being bought by China, then?","c",5
"109",895,"25.557",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Superpowers: China, Silicon Valley, and the New World Order.","c",5
"110",895,"25.565",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","According to my next guest, China is poised to surpass the United States on the technology front, in particular, artificial intelligence.","c",5
"112",895,"25.571",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","He¡¯s also a former president of Google China.","c",5
"113",895,"25.576",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","So, some people feel like it doesn¡¯t matter if China stops stealing I.","c",5
"114",895,"25.581",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Can you assess the situation for us in terms of what sophistication China has in this regard?","c",5
"115",895,"25.593",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Chinese and American companies use it.","c",5
"116",895,"25.596",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","area, China -- Chinese companies have been running faster.","c",5
"117",895,"25.598",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","So, China is not -- not dependent on American I.","c",5
"118",895,"25.602",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","BARTIROMO: What areas is China using A.","c",5
"119",895,"25.605",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","LEE: Well, China has the leading company in speech recognition machine translation that will instantaneously translate even better than American products.","c",5
"120",895,"25.606",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Chinese drone is exported throughout the world.","c",5
"121",895,"25.609",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","And the Chinese computer vision that¡¯s used in all kinds of applications, including facial recognition, autonomous doors, China is leading all of these areas.","c",5
"122",895,"25.611",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Do you worry that there is sort of a score on people in China, where the data that China has collected is so significant, that you can actually have a score at the end of the day where you won¡¯t be able to get a mortgage, you won¡¯t be able to get on the train?","c",5
"123",895,"25.612",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","Or is that just the culture of China?","c",5
"124",895,"25.615",2019-02-03,"Sen. Moran: It¡¯s time to set aside our political rhetoric and resolve our differences on border security","It¡¯s just that, I think, in China, it¡¯s perhaps more ambitious.","c",5
"125",896,"26.16",2019-02-03,"Trump to deliver message of unity at State of the Union. But will he stay on script?","On foreign policy, the president will discuss military efforts around the world -- stressing his interest in ending US engagement in foreign wars <U+2013> and is expected to discuss the political turmoil in Venezuela and trade negotiations with China.","c",5
"126",897,"27.14",2019-02-04,"EU powers recognize Guaido as Venezuelan leader, demand free and fair elections","Since then, he has been courting the international community <U+2013> including Maduro¡¯s staunchest supporters, Russia and China <U+2013> as well as Venezuela¡¯s military leaders.","c",5
"127",898,"28.30",2019-02-04,"Ilhan Omar once blamed 'our involvement in other people¡¯s affairs' after al-Shabab attack on Kenyan mall","¡°The problem the people who make that argument have is that you can¡¯t possibly logically explain then why attacks take place in, for example, Cameroon or the Philippines, or Thailand, or China,¡± Simcox continued.","c",5
"128",899,"29.40",2019-02-04,"NASCAR will disqualify winners caught cheating in 2019","China remains a targeted market for NASCAR.","c",5
"129",900,"30.46",2019-02-04,"Steve Hilton: Mr. Trump, give working Americans your brand of positive populism at the State of the Union","Let's make sure that by 2030, America, not China, will have the world's most modern systems for transportation, communication and energy.","c",5
"130",902,"32.168",2019-02-05,"Sen. Ernst on SOTU: I hope the president highlights the great January jobs report","China's kicking our rear end on 5G.","c",6
"131",902,"32.171",2019-02-05,"Sen. Ernst on SOTU: I hope the president highlights the great January jobs report","CAVUTO: But the president is addressing those issues in the trade talks with China.","c",6
"132",902,"32.200",2019-02-05,"Sen. Ernst on SOTU: I hope the president highlights the great January jobs report","Now, whether you're a Democrat or Republican, whether you're rich or you're middle class, with trillion-dollar deficits and investments that we need to make, and China pumping 5G and clean energy, and rebuilding their military, and going in Africa for raw materials, we don't have a strategy.","c",6
"133",902,"32.225",2019-02-05,"Sen. Ernst on SOTU: I hope the president highlights the great January jobs report","But when I sit, and I see what's happening in our schools, I see what's happening with our economy, I see what China is doing -- I sit on the Defense Appropriations Subcommittee.","c",6
"134",902,"32.233",2019-02-05,"Sen. Ernst on SOTU: I hope the president highlights the great January jobs report","As Americans, we need to recognize that we are in a very stiff competition with China.","c",6
"135",902,"32.415",2019-02-05,"Sen. Ernst on SOTU: I hope the president highlights the great January jobs report","CAVUTO: Real quickly, I would be remiss if I didn't mention, obviously, the China-US trade talks, the president talking about meeting with Chinese leader Xi Jinping thing later this month.","c",6
"136",902,"32.421",2019-02-05,"Sen. Ernst on SOTU: I hope the president highlights the great January jobs report","And we would love to see an agreement worked out with China straight away.","c",6
"137",902,"32.425",2019-02-05,"Sen. Ernst on SOTU: I hope the president highlights the great January jobs report","It took President Trump standing up to the Chinese to get it done.","c",6
"138",903,"33.401",2019-02-05,"'The Five' preview President Trump's State of the Union Address","We think about Donald Trump, you know, Muslim ban, confront China, sit down with Kim Jong-un.","c",6
"139",904,"34.100",2019-02-05,"Trump's State of the Union to condemn 'resistance and retribution politics,' as WH says he won't back down on wall","Trump's effort to reset trade with China, meanwhile, has resulted in both nations increasing the tariffs that importers pay.","c",6
"140",905,"35.9",2019-02-05,"Trump's State of the Union address to lay out foreign policy wins","The president is also expected to discuss his interest in ending US engagement in foreign wars <U+2014> and he may discuss the political turmoil in Venezuela and trade negotiations with China.","c",6
"141",906,"36.64",2019-02-06,"Are Democrats ready to hear President Trump's call for unity?","We never really had a trade deal with China, and now we're going to have a great trade deal with China.","c",6
"142",906,"36.65",2019-02-06,"Are Democrats ready to hear President Trump's call for unity?","BAIER: We obviously don't know about what's going to transpire with China, but it seems like it's heading in a positive direction.","c",6
"143",906,"36.66",2019-02-06,"Are Democrats ready to hear President Trump's call for unity?","Maybe a President Xi meeting on the back end of this North Korea summit, which is probably going to be announced tonight.","c",6
"144",906,"36.72",2019-02-06,"Are Democrats ready to hear President Trump's call for unity?","But looking forward, it's the issue you just brought up, which is China.","c",6
"145",906,"36.73",2019-02-06,"Are Democrats ready to hear President Trump's call for unity?","Just last week there was a meeting here between Chinese officials and US officials, including the president, to talk about a big deal.","c",6
"146",906,"36.75",2019-02-06,"Are Democrats ready to hear President Trump's call for unity?","But I think the White House and the president, according to my sources, are still going to be very, shall I say, strict with China.","c",6
"147",906,"36.79",2019-02-06,"Are Democrats ready to hear President Trump's call for unity?","So there may be a positive spin that he is giving, and he may give that tonight, but there are still some major underlying challenges between China and US on trade.","c",6
"148",906,"36.102",2019-02-06,"Are Democrats ready to hear President Trump's call for unity?","And like he has changed the conversation on China, on trade, on immigration, he is changing the conversation on foreign policy, too, repudiating the more interventionist policies of his two predecessors.","c",6
"149",907,"37.1",2019-02-06,"'Barbaric': Human organs harvested from Chinese prisoners prompts outrage, call for retraction of 400 scientific papers","Many organs used in English-language journals worldwide were obtained without consent from Chinese prisoners, a new study says.","c",6
